body,label
"Subject: unify passwords will be reset under sybase 12 . 0
all ,
when we convert unify to sybase 12 . 0 , all passwords will get reset to
"" houston "" . once you login to unify you will have to change you password .
this is an unavoidable side affect of migrating to sybase 12 . 0 .
thanks ,
chris",legitimate
"Subject: re : coastal ctr # 96008903 meter 0984179 sit # 135714
i spoke with savandra leassear this past tuesday sept 24 th and let her know
that her deal maker needs to contact brian riley about the matter .",legitimate
"Subject: 6 th noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 05 / 2000
10 : 45 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 05 / 05 / 2000 10 : 31 : 49 am
to : "" ami chokshi ""
cc :
subject : 6 th noms
( see attached file : egmnom - may . xls )
- egmnom - may . xls",legitimate
"Subject: good news on endorsements  vince & vasant ,  jeff skilling has said that enron would not make any endorsements of  third - party services , so please disregard my previous e - mail regarding aer  press releases .  joe",legitimate
"Subject: better pricing means more savings to you .
great savings on all quality rx drugs . we have a variety of products at
budget prices .
we extend the best deals on your medical drugs . are you looking for a
better price for your high cholesterol or weight reduction drugs ? we have
over 600 different drugs to select from for all your medical needs .
fast delivery service right to the registered address provided .
press here to enter
more meds here online than i would have expected , , even got the meds for
hair loss . barny r . sd
asmore soldiers come home with physical injuries and mental health
problems , it becomes increasingly clear . and federal officials and
veterans groups fear the country won ' t fulfill its promise to care for
its
during the vietnam war , it could take a wounded soldiera month to make it
home for treatment . iraq is different , partly because it ' s an urban
battlefield and",spam
"Subject: eshopkey + ??????????? !
?? eshopkey
( http : / / www . eshopkey . net )
???????? ??? ?????????? ??? ??? ????????? ???? ???????????? ????????
??? ???? ? ?? ???? ???????? ????? . ? ? ????????? ?? ???????? ??? ??? ?????
??????????? ??????? ???? online ???????????? ???????????? , ??? ????? ??
?????????? ??? ??? ????? , ???????? ??? ???????????? ??? ? ?????????? ????????
??? internet .
???? , ??? ??????? ??? ???????????? ' ??????????? ' , ??????????? ??? ????? ????
???????????? ???????????? ????????????? ?????? ???? ??????? ??? ??? ??
? ???????????? ???? ??? ???????????? .
?? ???? ?? ????????? ' ??????????? ' ???????????? ???
???? ??????????? ????????? ?? ?? ????
? ????????????? :
?????? ??? ?? 3 . 125 ?? ??? ?????? ?? 1 . 250 ???
??? ??????????? ??? ' ??????????? ' ( ???????? ??????
?????? ??? ???? 1 . 875 ) .
??????????? ????? ??? ??????????????? ??? ??????
normal
plan
??? eshopkey .
?????? ????????? ??? ???????????? ????????????
??? 5 ??? ( ?? ? ?? 100 ???",spam
"Subject: new volatility curve generator for uk power  we have established a set of power volatility curves down to the efa / monthly  level of detail that can be marked to market up to 6 years out . beyond this ,  the volatility decays to what we understand to be the long - term level for  power volatility , given our understanding of the behaviour of forward prices  over large time - scales .  the swaption traders can now fit the first 5 - 6 years of the volatility curve  to the market - observed baseload swaption implied volatilities ( typically 3 to  12 months duration for the underlying swap ) and then be in a good position to  price other swaptions ( including swaptions on individual efa slots )  consistent with the curve . there may also be an impact on the daily var  calculation .  an illustration of the current volatility curves is pasted below : -  these curves will be reset as the market moves , and allow a mark - to - market  approach to be followed for our volatility book .",legitimate
"Subject: wellhead adjustments
daren ,
please see the attached file .
bob",legitimate
"Subject: polar bear dilettantes defined by 702
paliourg ,
75 % off for all new softwares .
windowxp , photoshop , window 2003 . . . etcmore
- -
waltz tokyo vought remit denigrate sentry occlusion sherbet birdlike repertory bestseller district froth chalmers downslope flail mulligatawny goldeneye belligerent chimeric spoonful bicarbonate steelmake quadrillion",spam
"Subject: russian investment climate : multimedia playback - cera multimedia  cera multimedia : sent thu , august 17 , 2000  title : russian investment climate : multimedia playback  author : eurasia energy  e - mail category : multimedia  product line : eurasia energy ,  url : http : / / www . cera . com / cfm / track / eprofile . cfm ? u = 5166 & m = 1317 ,  alternate url :  in an august 10 , 2000 , cera multimedia conference call and web presentation ,  thane gustafson , cera director , eurasia energy , john webb , cera associate ,  and carolyn miles , cera associate , discuss :  russian investment climate : toward stability or fresh turmoil ? implications  for the energy sector  * the russian investment climate under putin : where is it headed ?  * the booming russian economy : how much energy and energy investment will it  need ?  * the russian oil industry awash in profits : what is it doing with them ?  to view and listen to a replay of this presentation , please click on the lin",legitimate
"Subject: re : telephone interview with the enron corp . research group  marshall :  thanks for responding so quickly . i have scheduled the following interview :  wednesday , december 6 - 1 : 00 pm houston time . it will last approximately  1 hour . we will call you at ( 605 ) 497 - 4045 unless otherwise instructed .  if you have any questions , please feel free to contact me at 713 / 853 - 5290 .  best regards ,  shirley crenshaw  "" jingming ' marshall ' yan "" on 11 / 28 / 2000 12 : 59 : 55 pm  to : shirley . crenshaw @ enron . com  cc : vince . j . kaminski @ enron . com  subject : re : telephone interview with the enron corp . research group  ms . crenshaw ,  thank you very much for the message . i am very interested in the  opportunity to talk to personnel from the research group at enron . between  the two days you suggest , i prefer wednesday 12 / 6 . considering the  two - hour time difference between california and texas , 11 : 00 am pacific  time ( 1 : 00 pm your time ) seems ",legitimate
"Subject: praca dyplomowa  niniejszym potwierdzam , ze nastepujacy studenci zlozyli prace dyplomowe :  jerzy seremak prezentacja instrument ? w analizy finansowej jako  podstawa oceny wybranego podmiotu  w kr ? tkim i dlugim okresie czasu ocena : bardzo dobra  waldemar mr ? z controlling w przedsiobiorstwie ocena : bardzo dobra  t . blach analiza wskaznikowa ocena : bardzo dobra  w . kaminski",legitimate
"Subject: re : tenaska iv 10 / 00
i don ' t see anything in path manager . mark is out today . do you have a new
deal number for the purchase ?",legitimate
"Subject: re : ca for henwood engagement  sandeep ,  it probably makes sense for you to directly coordinate the signing of the  contract for henwood . attached is another copy of the earlier email  containing a draft contract provided by bonnie nelson in legal . she would  still like to change section 6 on exclusivity . her number in houston is  713 646 7712 .  let me know whatever i can do to help .  - - stinson  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 01 / 18 / 2001  08 : 43 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  bonnie nelson @ enron _ development  01 / 11 / 2001 12 : 51 pm  to : stinson gibner / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect , sandeep  subject : re : ca for henwood engagement  stinson ,  attached please find a draft consulting agreement for use with henwood .  you will want to review it before you send it to henwood . please see section  6 in particular . also , i put in that arbitration wil",legitimate
